OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,BsmtFinSF1,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,TotalSF,TotalBathrooms,Qual_High,Qual_Low,SalePrice
5,968,OldTown,1923,2006,6,0,2,480,Detchd,Unf,1935.0,5,TA,Gd,TA,No,0,Npfireplace,8520,60.0,30,RM,1Story,0,1,1,1936,1.0,0,0,100000
6,1200,CollgCr,1995,1995,5,334,2,521,Attchd,RFn,1995.0,6,Gd,Gd,Gd,No,0,Npfireplace,11249,105.0,20,RL,1Story,26,1,1,2400,2.0,0,0,177500
8,1752,Gilbert,1988,2005,7,427,2,492,Basment,RFn,1988.0,8,TA,Gd,Gd,Av,0,Npfireplace,12134,152.0,50,RL,1.5Fin,12,1,1,2311,2.0,1,0,164000
6,1498,Gilbert,1995,1996,5,592,2,409,Attchd,Fin,1995.0,6,TA,TA,Gd,No,1,TA,13031,65.0,60,RL,2Story,44,1,1,2189,2.5,0,0,187500
6,848,CollgCr,2004,2004,5,662,2,420,Attchd,Fin,2004.0,4,Gd,Gd,Gd,Gd,1,Gd,4438,69.0,120,RM,1Story,0,1,1,1696,1.0,0,0,144500
4,708,BrkSide,1940,1950,7,280,0,0,NoGarage,NoGarage,0.0,5,Fa,Fa,TA,No,0,Npfireplace,5330,50.0,30,RL,1Story,0,0,1,1128,1.0,0,1,82500
4,924,Edwards,1941,1950,4,348,1,280,Detchd,Unf,1941.0,5,Fa,TA,Gd,No,0,Npfireplace,12180,60.0,190,RL,1.5Fin,0,1,1,1596,1.0,0,1,80000
4,864,NAmes,1971,1971,6,616,2,528,Detchd,Unf,1974.0,5,TA,TA,TA,No,0,Npfireplace,9000,60.0,20,RL,1Story,0,1,1,1728,1.0,0,1,120500
6,1478,NAmes,1960,1960,5,1270,2,498,Attchd,Unf,1960.0,6,TA,TA,TA,No,2,Gd,17600,73.0,20,RL,1Story,40,1,1,2956,2.0,0,0,157500
3,1733,Edwards,1955,1955,5,0,2,452,Attchd,Unf,1955.0,8,TA,TA,NoBasement,NoBasement,1,Gd,13680,67.0,20,RL,1Story,0,1,0,1733,2.0,0,1,139600
5,974,Mitchel,1991,1992,5,212,0,0,NoGarage,NoGarage,0.0,5,TA,TA,Gd,Mn,0,Npfireplace,10712,63.0,20,RL,1Story,28,0,1,1948,1.0,0,0,93500
5,1456,Edwards,1948,1950,3,0,1,280,Detchd,Unf,1954.0,7,TA,TA,Fa,Mn,1,TA,7585,50.0,50,RL,1.5Fin,0,1,1,2266,1.0,0,0,91500
7,1274,CollgCr,2005,2007,5,925,2,508,Attchd,RFn,2005.0,6,Gd,Gd,Gd,No,0,Npfireplace,8814,68.0,20,RL,1Story,98,1,1,2548,2.0,0,0,203000
8,1904,NridgHt,2005,2005,5,546,2,736,BuiltIn,Fin,2003.0,8,Ex,Gd,Gd,Av,1,Gd,10927,74.0,60,RL,2Story,60,1,1,2962,2.5,1,0,275000
7,2110,SawyerW,1994,2002,5,695,2,463,Attchd,RFn,1994.0,8,Gd,Gd,Gd,No,2,Fa,8880,68.0,60,RL,2Story,130,1,1,3058,2.5,0,0,205000
6,1141,SawyerW,2005,2005,5,0,2,484,Detchd,Unf,2005.0,6,TA,Gd,Gd,No,0,Npfireplace,13072,63.0,20,RL,1Story,0,1,1,2282,1.5,0,0,142500
5,789,Crawfor,1926,1950,5,0,1,200,Detchd,Unf,1926.0,5,TA,TA,TA,No,0,Npfireplace,10594,55.0,45,RL,1.5Unf,0,1,1,1557,1.0,0,0,96500
9,1698,Edwards,2007,2008,5,1234,3,768,Attchd,Fin,2007.0,8,Ex,Ex,Ex,No,1,Gd,13286,86.0,20,RL,1Story,64,1,1,3396,2.0,1,0,320000
6,1848,BrkSide,1923,2000,7,0,2,370,Detchd,Unf,1922.0,8,Gd,TA,TA,No,1,Gd,13053,64.0,50,RL,1.5Fin,0,1,1,2681,1.5,0,0,207000
6,1700,CollgCr,2003,2003,5,340,2,544,Attchd,RFn,2003.0,7,Gd,Gd,Gd,Av,0,Npfireplace,9135,70.0,20,RL,1Story,23,1,1,3382,2.0,0,0,200000
4,1154,IDOTRR,1922,2007,8,735,1,240,Detchd,Unf,1922.0,7,Gd,TA,TA,No,0,Npfireplace,5436,40.0,50,RM,1.5Fin,96,1,1,1950,1.0,0,1,125500
7,1530,StoneBr,2005,2005,5,1274,2,430,Attchd,Fin,2005.0,7,Gd,Gd,Ex,Av,1,Gd,16158,124.0,20,RL,1Story,36,1,1,3060,2.0,0,0,260000
5,1484,NWAmes,1971,1971,6,998,2,487,Attchd,Unf,1971.0,7,TA,TA,Gd,Av,1,TA,12243,70.0,20,RL,1Story,0,1,1,2968,2.0,0,0,175000
5,1144,NAmes,1963,1963,5,25,1,336,Detchd,Unf,1962.0,6,TA,TA,TA,No,0,Npfireplace,9204,71.0,20,RL,1Story,88,1,1,2288,1.5,0,0,124000
5,1360,NAmes,1955,1955,5,384,2,572,Detchd,Unf,1962.0,6,TA,TA,TA,No,1,TA,7134,60.0,80,RL,SLvl,50,1,1,1744,1.0,0,0,130000
6,1362,BrkSide,1920,1999,8,0,2,502,Detchd,Fin,1920.0,6,TA,TA,Fa,Mn,0,Npfireplace,6155,60.0,70,RM,2Story,0,1,1,1973,2.0,0,0,128000
5,1539,BrkSide,1936,1950,6,0,2,576,Detchd,Unf,1995.0,5,TA,TA,TA,No,0,Npfireplace,6120,51.0,50,RM,1.5Fin,0,1,1,2466,1.5,0,0,141500
7,2036,Timber,1965,1965,5,1236,2,513,Attchd,RFn,1965.0,8,TA,TA,Gd,Gd,2,Gd,215245,150.0,20,RL,1Story,0,1,1,4172,2.0,0,0,375000
5,816,Mitchel,1982,2008,9,641,1,264,Attchd,Unf,1982.0,5,Gd,Gd,TA,No,1,Ex,6600,60.0,20,RL,1Story,0,1,1,1632,1.0,0,0,130500
6,1844,NWAmes,1977,1977,6,705,2,546,Attchd,RFn,1977.0,7,TA,TA,Gd,No,1,TA,11751,105.0,20,RL,1Story,122,1,1,3688,2.0,0,0,190000
4,672,Edwards,1941,1950,6,344,1,234,Attchd,Unf,1941.0,4,TA,TA,TA,No,0,Npfireplace,9340,50.0,30,RL,1Story,113,1,1,1344,1.0,0,1,113000
6,1610,NWAmes,1977,2001,7,1200,2,480,Attchd,RFn,1977.0,6,Gd,TA,TA,Mn,2,TA,10603,80.0,20,RL,1Story,68,1,1,3220,2.0,0,0,205000
4,1181,Edwards,1972,1972,5,920,2,588,Detchd,RFn,1974.0,6,TA,TA,Gd,Av,0,Npfireplace,10012,90.0,85,RL,SFoyer,0,1,1,2319,2.0,0,1,137500
8,1571,Timber,2007,2007,5,0,3,722,Attchd,Fin,2007.0,7,Gd,Gd,Gd,Gd,1,Gd,10991,89.0,20,RL,1Story,36,1,1,3142,2.0,1,0,239000
5,2192,SWISU,1939,1997,8,378,1,240,Detchd,Unf,1939.0,8,Gd,TA,TA,No,1,Gd,8400,60.0,75,RL,2.5Fin,24,1,1,2492,2.5,0,0,179500
5,1360,IDOTRR,1938,1995,6,0,1,297,Detchd,Unf,1951.0,6,Gd,TA,TA,No,0,Npfireplace,7200,60.0,50,RM,1.5Fin,65,1,1,2163,1.5,0,0,125500
7,1950,Somerst,1997,1998,5,649,2,576,Detchd,RFn,1997.0,7,Gd,Gd,Gd,No,1,TA,7399,66.0,60,FV,2Story,10,1,1,2925,2.5,0,0,239000
7,1252,Somerst,1999,2000,5,510,2,462,Detchd,Unf,1999.0,4,Gd,Gd,Gd,No,0,Npfireplace,2160,24.0,160,FV,2Story,48,1,1,1852,2.5,0,0,160000
6,1796,NAmes,1963,1963,5,400,2,483,Attchd,RFn,1963.0,8,TA,TA,TA,No,1,TA,7056,71.0,60,RL,2Story,50,1,1,2576,1.5,0,0,140000
8,2097,Somerst,2005,2006,5,1721,3,1134,Attchd,Fin,2005.0,8,Ex,Gd,Ex,Mn,1,Ex,20896,49.0,20,RL,1Story,267,1,1,4174,1.5,1,0,423000
9,1856,StoneBr,2010,2010,2,1445,3,834,Attchd,Fin,2010.0,8,Ex,Gd,Ex,Av,1,Ex,11394,88.0,20,RL,1Story,0,1,1,3712,1.5,1,0,394432
4,858,NAmes,1971,1971,4,614,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,0,Npfireplace,8125,73.0,20,RL,1Story,0,0,1,1716,1.0,0,1,88000
6,1593,Gilbert,2004,2004,5,759,2,398,Attchd,Fin,2004.0,8,TA,TA,TA,No,1,TA,7415,62.0,60,RL,2Story,75,1,1,2432,2.5,0,0,193000
6,1912,OldTown,1905,2000,7,0,2,672,Detchd,Unf,2003.0,7,TA,TA,Fa,No,1,TA,10800,60.0,190,RM,1.5Fin,25,1,1,2394,2.0,0,0,163000
6,958,NPkVill,1976,1976,5,120,2,440,Attchd,RFn,1977.0,5,TA,TA,Gd,No,1,TA,4928,24.0,120,RL,1Story,205,1,1,2036,2.0,0,0,128000
5,2634,NAmes,1969,1969,5,500,4,968,Detchd,Unf,1969.0,12,TA,TA,TA,No,0,Npfireplace,11643,91.0,90,RL,2Story,0,1,1,3882,3.0,0,0,200000
7,2263,NWAmes,1977,1994,7,795,2,539,Attchd,Fin,1977.0,9,Gd,TA,TA,No,1,TA,16659,80.0,60,RL,2Story,250,1,1,3058,2.5,0,0,235000
10,4676,Edwards,2007,2008,5,2260,3,884,BuiltIn,Fin,2007.0,11,Ex,Ex,Ex,Gd,1,Gd,40094,130.0,60,RL,2Story,406,1,1,7814,3.5,1,0,184750
7,1200,Somerst,2005,2005,5,0,2,480,Detchd,RFn,2005.0,4,Gd,Gd,Gd,No,0,Npfireplace,3180,30.0,160,FV,2Story,166,1,1,1720,2.5,0,0,144152
7,1208,CollgCr,2007,2007,5,664,2,628,Attchd,RFn,2007.0,6,Gd,Gd,Gd,No,0,Npfireplace,6762,64.0,20,RL,1Story,54,1,1,2416,2.0,0,0,195400
6,1167,Gilbert,1992,1992,6,560,2,400,Attchd,RFn,1992.0,6,Gd,TA,Gd,No,0,Npfireplace,9248,65.0,20,RL,1Story,26,1,1,2325,2.0,0,0,173000
5,1382,OldTown,1941,1950,6,360,2,660,Detchd,Unf,1991.0,7,TA,TA,TA,No,0,Npfireplace,12358,60.0,50,RM,1.5Fin,0,1,1,1574,1.5,0,0,128500
6,1564,SawyerW,1980,1981,6,0,2,476,Attchd,Unf,1980.0,7,TA,TA,Gd,No,1,TA,8400,70.0,60,RL,2Story,50,1,1,2214,2.5,0,0,171000
6,1851,NAmes,1964,1993,8,536,2,440,Attchd,RFn,1964.0,7,Gd,TA,TA,Gd,1,Fa,9760,80.0,60,RL,2Story,42,1,1,2673,2.5,0,0,187000
5,1416,OldTown,1915,1950,8,0,3,720,Detchd,Unf,1949.0,7,TA,TA,TA,Mn,1,Gd,12665,100.0,50,RM,1.5Fin,0,1,1,2292,1.5,0,0,153900
6,1092,NAmes,1964,1964,7,787,2,504,Attchd,RFn,1964.0,6,TA,TA,Gd,No,0,Npfireplace,8250,75.0,20,RL,1Story,0,1,1,2184,1.0,0,0,145000
4,1131,OldTown,1937,2000,7,168,2,672,Detchd,Unf,1995.0,7,TA,TA,Fa,No,0,Npfireplace,5925,50.0,30,RM,1Story,72,1,1,2038,1.0,0,1,89471
4,864,NAmes,1971,1971,5,432,0,0,NoGarage,NoGarage,0.0,5,TA,TA,TA,No,1,Po,10500,70.0,20,RL,1Story,0,0,1,1728,1.0,0,1,115000
6,1523,NWAmes,1976,1976,5,644,2,478,Attchd,Fin,1976.0,7,TA,TA,Gd,No,1,TA,11361,104.0,20,RL,1Story,0,1,1,2716,2.0,0,0,180000
7,1971,Somerst,2005,2005,5,341,2,689,Attchd,RFn,2005.0,8,Gd,Gd,Gd,Mn,1,Gd,9675,75.0,60,RL,2Story,48,1,1,3084,2.5,0,0,253000
5,1271,Sawyer,1948,1950,5,0,1,312,Attchd,Unf,1948.0,7,TA,TA,TA,No,1,Gd,21286,115.0,50,RL,1.5Fin,0,1,1,1991,2.0,0,0,135000
7,1352,Somerst,2006,2007,5,0,2,466,Attchd,RFn,2006.0,5,Gd,Gd,Ex,No,1,Gd,4230,47.0,120,FV,1Story,241,1,1,2704,2.0,0,0,208900
6,1469,IDOTRR,1906,1995,7,0,1,216,Detchd,Unf,1906.0,7,TA,TA,TA,No,0,Npfireplace,10320,60.0,50,RM,1.5Fin,0,1,1,2225,1.0,0,0,135000
10,2402,NridgHt,2008,2008,5,1767,3,672,Attchd,Fin,2008.0,10,Ex,Ex,Ex,Gd,2,Gd,15431,105.0,20,RL,1Story,72,1,1,5496,2.0,1,0,555000
7,1525,CollgCr,2000,2000,5,1400,2,541,Attchd,RFn,2000.0,6,Gd,Gd,Gd,Av,0,Npfireplace,9100,70.0,20,RL,1Story,36,1,1,3050,2.0,0,0,235000
8,1713,NridgHt,2004,2005,5,1088,3,856,Attchd,Fin,2004.0,7,Ex,Gd,Ex,Av,1,Gd,9591,76.0,20,RL,1Story,26,1,1,3426,2.0,1,0,274900
7,1504,CollgCr,1996,1996,5,690,2,478,Attchd,Fin,1996.0,6,Gd,Gd,Gd,Gd,1,TA,11883,73.0,20,RL,1Story,66,1,1,3008,2.0,0,0,203000
5,1771,Mitchel,1960,2006,4,0,2,336,Attchd,Unf,1960.0,9,TA,TA,NoBasement,NoBasement,1,TA,21750,100.0,20,RL,1Story,0,1,0,1771,1.0,0,0,115000
6,1369,Edwards,1925,1950,6,551,1,300,Detchd,Unf,1930.0,6,TA,TA,TA,No,0,Npfireplace,6629,54.0,70,RH,2Story,0,1,1,2041,2.0,0,0,103600
7,1430,Gilbert,2000,2000,5,0,2,400,BuiltIn,RFn,2000.0,8,TA,TA,Gd,No,1,TA,9967,76.0,80,RL,SLvl,0,1,1,1814,2.5,0,0,170000
5,1246,NAmes,1959,1994,7,340,1,305,Attchd,RFn,1959.0,6,Gd,TA,TA,No,0,Npfireplace,7500,75.0,20,RL,1Story,0,1,1,2492,1.5,0,0,154000
5,1040,Sawyer,1965,1965,5,906,1,384,Detchd,Unf,1965.0,5,TA,TA,TA,No,0,Npfireplace,11200,70.0,20,RL,1Story,0,1,1,2080,1.0,0,0,129500
7,2035,Gilbert,2001,2001,5,0,2,434,BuiltIn,Fin,2001.0,8,Gd,Gd,Gd,No,1,Gd,9505,65.0,60,RL,2Story,48,1,1,2919,2.5,0,0,222500
8,2622,NoRidge,1994,1995,5,1032,2,712,Attchd,RFn,1994.0,9,Gd,Gd,Ex,Av,2,TA,12256,98.0,60,RL,2Story,32,1,1,4085,2.5,1,0,325000
8,1468,Somerst,2008,2009,5,0,3,898,Attchd,Fin,2008.0,6,Gd,Gd,Gd,No,1,Gd,9612,74.0,20,RL,1Story,150,1,1,2936,2.0,1,0,244600
6,1152,Crawfor,1950,2004,8,0,1,300,Attchd,Unf,1950.0,6,Gd,TA,TA,No,1,Gd,14000,80.0,20,RL,1Story,36,1,1,2244,1.0,0,0,158500
4,1573,BrkSide,1935,1995,7,0,1,240,Detchd,Unf,1935.0,6,Gd,TA,TA,No,0,Npfireplace,6120,51.0,50,RM,1.5Fin,0,1,1,2457,1.0,0,1,133000
5,1716,Edwards,1949,2008,4,292,1,281,Attchd,Unf,1949.0,8,TA,TA,TA,No,1,Gd,11409,60.0,50,RL,1.5Fin,0,1,1,2484,1.5,0,0,131000
7,1501,Somerst,1999,1999,5,549,2,440,Detchd,Unf,1999.0,6,TA,TA,Gd,No,0,Npfireplace,2280,24.0,160,FV,2Story,0,1,1,2245,2.5,0,0,179400
8,1788,CollgCr,2001,2001,5,0,2,522,Attchd,RFn,2001.0,7,Ex,Gd,Gd,Av,1,TA,11838,69.0,20,RL,1Story,151,1,1,3541,2.0,1,0,236500
5,1664,Edwards,1965,1965,5,0,0,0,NoGarage,NoGarage,0.0,8,TA,TA,NoBasement,NoBasement,0,Npfireplace,9825,75.0,90,RL,1Story,0,0,0,1664,2.0,0,0,100000
9,2713,NridgHt,2008,2008,5,1330,3,858,Attchd,Fin,2008.0,11,Ex,Ex,Ex,Av,1,Gd,14948,67.0,60,RL,2Story,66,1,1,4165,2.5,1,0,446261
7,1582,CollgCr,2004,2004,5,490,2,520,Attchd,RFn,2004.0,6,Gd,Gd,Gd,No,0,Npfireplace,8320,64.0,60,RL,2Story,45,1,1,2352,2.5,0,0,185900
5,1053,NAmes,1958,1991,7,567,2,750,2Types,RFn,1998.0,6,Ex,TA,TA,No,0,Npfireplace,8973,69.0,20,RL,1Story,80,1,1,2061,1.5,0,0,150000
4,864,NAmes,1970,1970,6,375,2,660,Detchd,Unf,1989.0,5,Gd,TA,TA,No,0,Npfireplace,6960,60.0,20,RL,1Story,0,1,1,1728,1.0,0,1,120500
8,1629,NridgHt,2003,2004,5,1124,3,880,Attchd,RFn,2003.0,7,Gd,Gd,Gd,No,1,Gd,10655,85.0,20,RL,1Story,0,1,1,4835,2.0,1,0,284000
7,2978,NAmes,1967,2007,7,0,2,564,BuiltIn,Fin,1961.0,11,Gd,Gd,Gd,No,1,Gd,11275,96.0,80,RL,SLvl,0,1,1,3688,2.5,0,0,242000
5,894,Sawyer,1967,2003,7,702,2,450,Attchd,RFn,1967.0,5,Gd,TA,TA,No,0,Npfireplace,9764,57.0,20,RL,1Story,0,1,1,1788,1.0,0,0,130000
6,1604,Gilbert,1997,1998,5,0,2,470,Attchd,Fin,1997.0,7,TA,TA,Gd,No,1,TA,10839,100.0,60,RL,2Story,36,1,1,2530,2.5,0,0,181000
7,1724,CollgCr,1998,1999,5,0,2,527,Attchd,Fin,1998.0,8,Gd,TA,Gd,Av,0,Npfireplace,8924,57.0,60,RL,2Story,155,1,1,2604,2.5,0,0,188000
7,1682,NWAmes,1970,1970,6,0,2,530,Attchd,Unf,1970.0,7,TA,TA,TA,No,1,Gd,10400,80.0,20,RL,1Story,0,1,1,2986,2.0,0,0,174000
5,1221,Edwards,1924,1950,7,392,1,392,Attchd,Unf,1965.0,7,TA,TA,TA,No,0,Npfireplace,9738,60.0,50,RL,1.5Fin,0,1,1,2005,1.0,0,0,104900
5,1072,Edwards,2005,2005,5,547,2,525,Basment,Fin,2005.0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SLvl,28,1,1,1619,1.0,0,0,145000
5,952,NAmes,1951,1951,7,852,2,840,Detchd,Unf,1988.0,4,TA,TA,TA,Mn,0,Npfireplace,7350,60.0,20,RL,1Story,0,1,1,1904,1.0,0,0,139000
6,1118,OldTown,1920,1950,8,0,2,440,Detchd,Unf,1990.0,6,TA,TA,Fa,No,0,Npfireplace,4400,40.0,50,RM,1.5Fin,0,1,1,1766,1.0,0,0,116000
4,960,BrkSide,1970,1970,5,789,2,576,Detchd,Unf,1970.0,6,TA,TA,TA,Av,0,Npfireplace,9873,60.0,190,RL,1Story,288,1,1,1920,1.0,0,1,129000
6,1512,Somerst,2000,2000,5,420,2,440,Detchd,Unf,2000.0,4,Gd,Gd,Gd,No,1,TA,2117,72.0,160,FV,2Story,32,1,1,2268,2.5,0,0,168500
5,816,Mitchel,1982,2003,8,816,2,816,Detchd,Fin,1985.0,4,TA,TA,TA,No,0,Npfireplace,6600,60.0,20,RL,1Story,0,1,1,1632,1.0,0,0,138000
8,1554,NridgHt,2006,2006,5,24,2,627,Attchd,RFn,2006.0,6,Gd,Gd,Gd,Mn,1,Gd,4590,34.0,120,RL,1Story,73,1,1,3108,2.0,1,0,209500
7,1947,Somerst,2004,2005,5,222,2,678,Attchd,RFn,2004.0,8,Gd,Gd,Gd,No,1,Gd,12552,100.0,60,FV,2Story,136,1,1,2938,2.5,0,0,254900
6,1991,Crawfor,1932,1950,7,297,2,432,Detchd,Unf,1977.0,7,TA,TA,TA,Mn,1,Gd,11275,66.0,50,RL,1.5Fin,0,1,1,2845,1.5,0,0,220000
7,1166,Gilbert,2005,2005,5,655,2,400,Attchd,Fin,2005.0,5,Gd,Gd,Gd,Gd,0,Npfireplace,9587,59.0,80,RL,SLvl,0,1,1,2022,2.0,0,0,190000
7,1253,Gilbert,1995,1996,5,0,2,402,Attchd,Fin,1995.0,6,TA,TA,Gd,No,1,TA,7875,63.0,20,RL,1Story,21,1,1,2490,2.0,0,0,176000
6,1578,NAmes,1941,1950,7,403,1,240,Attchd,Unf,1941.0,5,Fa,TA,TA,No,2,TA,9490,79.0,50,RL,1.5Fin,0,1,1,2384,1.0,0,0,133000
6,1328,NWAmes,1963,1963,5,569,2,528,Attchd,Unf,1963.0,6,TA,TA,TA,No,2,Gd,9790,80.0,20,RL,1Story,26,1,1,2656,1.5,0,0,143000
10,5642,Edwards,2008,2008,5,5644,2,1418,Attchd,Fin,2008.0,12,Ex,Ex,Ex,Gd,3,Gd,63887,313.0,60,RL,2Story,292,1,1,11752,2.5,1,0,160000
5,1040,NAmes,1959,1959,5,369,1,286,Attchd,RFn,1959.0,6,TA,TA,TA,No,0,Npfireplace,7560,70.0,20,RL,1Story,0,1,1,2080,1.0,0,0,133700
4,864,NAmes,1972,1972,5,600,2,576,Detchd,Unf,1980.0,5,TA,TA,TA,No,0,Npfireplace,12735,73.0,20,RL,1Story,0,1,1,1728,1.0,0,1,111250
6,1674,Edwards,1918,1950,7,0,2,396,Detchd,Fin,1955.0,8,TA,TA,Gd,Mn,1,Gd,21780,66.0,50,RL,1.5Fin,36,1,1,2837,2.0,0,0,185000
5,2008,Edwards,1948,2002,8,603,1,230,Attchd,Unf,1948.0,8,Ex,TA,TA,No,0,Npfireplace,7800,78.0,20,RL,2Story,0,1,1,2904,3.0,0,0,225000
5,1134,NAmes,1960,2002,7,588,1,254,Attchd,RFn,1960.0,6,TA,TA,TA,No,0,Npfireplace,7000,70.0,20,RL,1Story,16,1,1,2144,1.0,0,0,135000
7,2196,SawyerW,1990,1991,7,485,3,701,Attchd,RFn,1990.0,7,Gd,Gd,Gd,Mn,1,TA,14684,90.0,20,RL,1Story,70,1,1,4354,2.0,0,0,271900
6,1034,Mitchel,1976,1976,5,539,3,888,Attchd,Unf,1976.0,6,TA,TA,TA,Av,0,Npfireplace,12328,75.5,80,RL,SLvl,0,1,1,2046,1.0,0,0,169900
6,1196,Edwards,1920,2000,8,0,2,528,Detchd,Unf,2005.0,7,Gd,TA,TA,Mn,0,Npfireplace,12354,67.0,50,RL,1.5Fin,46,1,1,1880,1.0,0,0,110000
7,1826,OldTown,1915,2005,8,299,1,164,Attchd,Unf,1915.0,7,Ex,Gd,TA,No,1,Gd,2500,50.0,70,RM,2Story,0,1,1,2736,1.5,0,0,155000
7,1588,CollgCr,1999,1999,5,1162,2,472,Attchd,RFn,1999.0,6,Gd,Gd,Gd,Av,0,Npfireplace,10264,78.0,20,RL,1Story,29,1,1,3176,2.0,0,0,214000
5,1302,BrDale,1970,1970,5,0,2,440,Detchd,Unf,1970.0,6,TA,TA,TA,No,0,Npfireplace,2016,24.0,160,RM,2Story,0,1,1,1932,2.5,0,0,106000
7,2514,Timber,1990,1991,5,1216,2,693,Attchd,Fin,1990.0,8,TA,TA,Gd,No,0,Npfireplace,11170,72.0,60,RL,2Story,0,1,1,3730,2.5,0,0,250000
7,1414,Blmngtn,2004,2004,5,0,2,398,Attchd,Fin,2004.0,6,Gd,Gd,Gd,No,1,TA,3072,43.0,120,RM,1Story,20,1,1,2789,2.0,0,0,178740
3,944,Edwards,1952,1952,3,0,2,528,Detchd,Unf,1956.0,4,Fa,TA,NoBasement,NoBasement,0,Npfireplace,10206,74.0,20,RL,1Story,0,1,0,944,1.0,0,1,82000
5,1056,Gilbert,1955,1955,5,1056,2,572,Attchd,Fin,1955.0,5,TA,TA,TA,Mn,0,Npfireplace,34650,100.0,190,RL,1Story,0,1,1,2112,1.0,0,0,145000
5,900,NAmes,1967,1967,5,769,1,288,Attchd,RFn,1967.0,6,TA,TA,TA,Av,1,Po,7838,68.0,85,RL,SFoyer,144,1,1,1764,1.0,0,0,123000
5,904,Sawyer,1966,1966,7,0,1,408,Attchd,Unf,1966.0,6,TA,TA,TA,No,0,Npfireplace,7162,70.0,20,RL,1Story,0,1,1,1780,1.0,0,0,109900
5,1040,NAmes,1950,1950,7,0,2,625,Detchd,Unf,1950.0,5,TA,TA,NoBasement,NoBasement,0,Npfireplace,7200,60.0,20,RL,1Story,0,1,0,1040,1.0,0,0,109500
10,2296,NridgHt,2008,2008,5,1338,3,842,BuiltIn,RFn,2008.0,10,Ex,Ex,Ex,Gd,1,Gd,13478,97.0,60,RL,2Story,274,1,1,4018,2.5,1,0,451950
2,438,SWISU,1920,1950,5,290,1,246,Detchd,Unf,1930.0,3,Fa,TA,TA,No,0,Npfireplace,8400,60.0,30,RL,1Story,0,1,1,728,1.0,0,1,60000
6,1376,IDOTRR,1937,1950,6,0,1,198,Detchd,Unf,1937.0,7,TA,TA,TA,No,1,Gd,8600,50.0,50,RM,1.5Fin,0,1,1,2156,2.0,0,0,119500
6,1724,NWAmes,1967,1976,5,528,2,480,Attchd,RFn,1967.0,7,TA,TA,Gd,Av,1,Gd,17871,80.0,80,RL,SLvl,0,1,1,3404,1.5,0,0,197900
5,816,NAmes,1957,1957,7,708,1,308,Detchd,Unf,1957.0,5,TA,TA,TA,No,0,Npfireplace,7100,73.0,20,RL,1Story,0,1,1,1632,1.0,0,0,129900
5,886,OldTown,1938,1996,8,0,1,273,Attchd,Unf,1938.0,4,TA,TA,Fa,No,0,Npfireplace,5784,50.0,30,RM,1Story,20,1,1,1076,1.0,0,0,91300
6,1961,Mitchel,2001,2002,5,690,2,560,BuiltIn,Fin,2001.0,7,Gd,TA,Ex,No,1,TA,12209,71.0,60,RL,2Story,192,1,1,2765,2.5,0,0,215000
5,1020,Sawyer,1875,1996,8,0,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,0,Npfireplace,6342,54.0,50,RL,1.5Fin,0,0,1,1800,1.0,0,0,94000
6,1165,NAmes,1966,1966,7,312,2,490,Attchd,RFn,1966.0,6,TA,TA,TA,Gd,0,Npfireplace,9020,82.0,80,RL,SLvl,129,1,1,2292,1.5,0,0,174900
7,1524,ClearCr,1979,1979,6,1258,2,586,Attchd,Fin,1979.0,4,Gd,Gd,Gd,Gd,1,TA,23595,80.0,40,RL,1Story,0,1,1,2856,0.5,0,0,260000
8,1718,CollgCr,2007,2008,5,1288,3,826,Attchd,RFn,2007.0,7,Gd,Gd,Ex,Gd,1,Gd,10637,79.0,20,RL,1Story,44,1,1,3423,2.0,1,0,297000
7,1405,NridgHt,2003,2003,5,0,2,478,Attchd,RFn,2003.0,6,Gd,Gd,Gd,No,1,Gd,3136,90.0,120,RL,1Story,36,1,1,2810,2.0,0,0,171750
4,1126,Edwards,1949,2003,5,0,2,520,Detchd,Fin,2002.0,5,Gd,TA,NoBasement,NoBasement,0,Npfireplace,8777,67.0,20,RL,1Story,96,1,0,1126,2.0,0,1,108000
9,1850,NridgHt,2004,2005,5,1261,3,772,Attchd,Fin,2004.0,8,Gd,Gd,Ex,Gd,1,Gd,16033,98.0,20,RL,1Story,112,1,1,3683,2.0,1,0,326000
4,1344,MeadowV,1970,2008,6,0,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,1,TA,1533,21.0,160,RM,2Story,0,0,1,1890,1.5,0,1,97000
9,1944,NridgHt,2003,2004,5,1274,3,708,Attchd,Fin,2003.0,8,Ex,Gd,Ex,Gd,3,Ex,12378,90.0,20,RL,1Story,175,1,1,3840,2.0,1,0,360000
